,location,total_sqft,bath,price,bhk
2020,Lakshminarayana Pura,1145.0,2.0,75.0,2
2021,Lakshminarayana Pura,1169.0,2.0,75.0,2
2022,Lakshminarayana Pura,1172.0,2.0,75.0,2
2023,Lakshminarayana Pura,1172.0,2.0,75.0,2
2024,Lakshminarayana Pura,1180.0,2.0,75.0,2
2025,Lakshminarayana Pura,1195.0,2.0,75.0,2
2026,Lingadheeranahalli,1511.0,3.0,95.0,3
2027,Lingadheeranahalli,1683.0,3.0,109.0,3
2028,Lingadheeranahalli,1705.0,3.0,110.0,3
2029,Lingadheeranahalli,1682.0,3.0,113.0,3
2030,Lingadheeranahalli,1506.0,3.0,95.0,3
2031,Lingadheeranahalli,1683.0,3.0,110.0,3
2032,Magadi Road,884.0,2.0,41.1,2
2033,Magadi Road,1000.0,2.0,46.5,2
2034,Magadi Road,1191.0,2.0,55.38,3
2035,Magadi Road,1116.0,2.0,51.89,2
2036,Magadi Road,940.0,2.0,50.0,2
2037,Magadi Road,1318.0,2.0,68.0,3
2038,Magadi Road,1187.0,2.0,55.195,3
2039,Mahadevpura,1434.0,2.0,67.39,3
2040,Mahadevpura,1146.0,2.0,53.8,2
2042,Mahadevpura,1400.0,2.0,65.8,3
2043,Mahadevpura,1137.0,2.0,53.4,2
2044,Mahadevpura,1152.0,2.0,54.0,2
2045,Mahadevpura,1212.0,2.0,56.9,2
2047,Mahadevpura,1236.0,2.0,58.0,2
2048,Mahadevpura,1236.0,2.0,58.0,2
2049,Mahadevpura,1120.0,2.0,53.0,2
2050,Mallasandra,1665.0,3.0,86.58,3
2051,Mallasandra,1325.0,2.0,70.0,2
2052,Mallasandra,1665.0,3.0,86.91,3
2053,Mallasandra,1325.0,2.0,70.0,2
2054,Mallasandra,1325.0,2.0,65.0,2
2055,Mallasandra,1524.0,2.0,72.0,3
2056,Malleshpalya,1140.0,2.0,46.5,2
2057,Malleshpalya,1785.0,3.0,75.0,3
2058,Malleshpalya,1210.0,2.0,55.0,2
2059,Malleshpalya,1245.0,2.0,55.0,2
2060,Malleshpalya,1225.0,2.0,52.0,2
2061,Malleshwaram,2500.0,5.0,325.0,4
2062,Malleshwaram,2475.0,4.0,332.0,3
2063,Malleshwaram,2475.0,4.0,320.0,3
2064,Malleshwaram,2000.0,3.0,250.0,3
2065,Malleshwaram,2215.0,3.0,275.0,3
2066,Malleshwaram,2475.0,4.0,300.0,3
2067,Malleshwaram,2345.0,2.0,293.0,3
2068,Malleshwaram,480.0,1.0,60.0,1
2069,Malleshwaram,2475.0,4.0,326.0,3
2070,Malleshwaram,2476.0,3.0,337.0,3
2071,Malleshwaram,2050.0,4.0,270.0,3
2072,Malleshwaram,2475.0,4.0,337.0,3
2073,Malleshwaram,2215.0,3.0,275.0,3
2074,Malleshwaram,2200.0,3.0,275.0,3
2075,Malleshwaram,2475.0,4.0,326.0,3
2076,Malleshwaram,1400.0,2.0,190.0,2
2077,Malleshwaram,2475.0,4.0,300.0,3
2079,Marathahalli,1200.0,2.0,60.0,2
2080,Marathahalli,950.0,2.0,46.96,2
2081,Marathahalli,1215.0,2.0,67.0,2
2082,Marathahalli,1325.0,2.0,71.55,2
2084,Marathahalli,1610.0,3.0,90.0,3
2088,Marathahalli,957.0,2.0,46.9,2
2091,Marathahalli,1045.0,2.0,60.0,2
2093,Marathahalli,1365.0,2.0,73.0,2
2095,Marathahalli,3895.0,4.0,220.0,4
2098,Marathahalli,1208.0,2.0,70.0,2
2099,Marathahalli,1550.0,3.0,83.0,3
2100,Marathahalli,957.0,2.0,47.0,2
2103,Marathahalli,607.0,1.0,35.0,1
2104,Marathahalli,1595.0,3.0,90.0,3
2105,Marathahalli,1020.0,2.0,57.0,2
2106,Marathahalli,1600.0,3.0,88.0,2
2107,Marathahalli,1710.0,3.0,100.0,3
2108,Marathahalli,1200.0,2.0,67.0,2
2109,Marathahalli,1095.0,2.0,60.0,2
2112,Marathahalli,881.0,2.0,48.06,2
2114,Marathahalli,1710.0,3.0,100.0,3
2115,Marathahalli,700.0,1.0,38.0,1
2117,Marathahalli,1065.0,2.0,55.0,2
2118,Marathahalli,1595.0,3.0,88.0,3
2120,Marathahalli,1250.0,2.0,68.0,2
2121,Marathahalli,1125.0,2.0,56.8,2
2122,Marathahalli,957.0,2.0,47.0,2
2123,Marathahalli,3855.0,4.0,220.0,4
2124,Marathahalli,3951.0,4.0,230.0,4
2125,Marathahalli,1270.0,2.0,73.0,2
2126,Marathahalli,950.0,2.0,46.7,2
2127,Marathahalli,1550.0,3.0,85.0,3
2128,Marathahalli,1144.0,2.0,65.0,2
2129,Marathahalli,1135.0,2.0,60.0,2
2130,Marathahalli,1108.0,2.0,60.0,3
2133,Margondanahalli,1090.0,2.0,58.0,2
2134,Margondanahalli,1200.0,2.0,65.0,3
2135,Margondanahalli,900.0,2.0,49.0,2
2136,Margondanahalli,1140.0,2.0,60.0,2
2137,Margondanahalli,1200.0,2.0,65.0,2
2138,Margondanahalli,1050.0,2.0,58.0,2
2139,Mico Layout,1125.0,2.0,40.0,2
2140,Mico Layout,800.0,1.0,29.5,1
2141,Mico Layout,1250.0,2.0,44.0,3
2142,Mico Layout,1670.0,3.0,59.0,3
2143,Munnekollal,1102.0,2.0,53.67,2
2144,Munnekollal,1390.0,3.0,68.0,3
2145,Munnekollal,950.0,2.0,46.5,2
2146,Munnekollal,1560.0,3.0,75.0,3
2147,Munnekollal,1750.0,3.0,86.5,3
2148,Munnekollal,1385.0,2.0,66.5,3
2149,Munnekollal,1200.0,2.0,57.9,3
2150,Munnekollal,1030.0,2.0,50.36,2
2151,Murugeshpalya,1550.0,3.0,74.0,3
2152,Murugeshpalya,1845.0,3.0,91.0,3
2153,Murugeshpalya,1500.0,2.0,70.0,3
2154,Mysore Road,1020.0,2.0,48.95,2
2155,Mysore Road,980.0,2.0,45.47,2
2156,Mysore Road,1340.0,2.0,64.31,3
2158,Mysore Road,1340.0,2.0,64.31,3
2159,Mysore Road,883.0,2.0,40.95,2
2160,Mysore Road,1070.0,2.0,49.65,2
2162,Mysore Road,883.0,2.0,45.0,2
2163,Mysore Road,1029.5,2.0,50.855,2
2164,Mysore Road,940.0,2.0,43.61,2
2165,Mysore Road,1500.0,3.0,74.0,3
2166,Mysore Road,1020.0,2.0,48.95,2
2168,NGR Layout,1020.0,2.0,45.9,2
2169,NGR Layout,1105.0,2.0,49.73,2
2170,NGR Layout,1019.0,2.0,45.9,2
2171,NGR Layout,1021.0,2.0,46.0,2
2172,NGR Layout,1021.0,2.0,45.9,2
2173,NRI Layout,1565.0,2.0,75.0,3
2174,NRI Layout,2500.0,5.0,130.0,5
2175,NRI Layout,2150.0,4.0,115.0,4
2176,NRI Layout,2400.0,2.0,125.0,2
2177,Nagarbhavi,884.0,2.0,36.0,1
2178,Nagarbhavi,1055.0,2.0,55.0,2
2180,Nagarbhavi,1223.0,2.0,60.0,2
2181,Nagarbhavi,956.0,2.0,49.0,2
2183,Nagarbhavi,1515.0,2.0,79.0,3
2184,Nagarbhavi,710.0,2.0,40.0,1
2186,Nagarbhavi,1212.0,2.0,50.0,2
2187,Nagarbhavi,1020.0,2.0,55.0,2
2188,Nagarbhavi,1850.0,3.0,90.0,3
2189,Nagarbhavi,1120.0,2.0,53.0,2
2191,Nagarbhavi,1146.0,2.0,50.0,2
2192,Nagarbhavi,1850.0,2.0,89.0,3
2193,Nagarbhavi,1190.0,2.0,63.0,2
2195,Nagarbhavi,1635.0,3.0,85.0,3
2197,Nagarbhavi,1100.0,2.0,46.2,2
2198,Nagarbhavi,1080.0,2.0,49.0,2
2199,Nagarbhavi,1225.0,2.0,58.0,2
2200,Nagavara,936.0,2.0,40.2,2
2201,Nagavara,1077.0,2.0,50.0,2
2202,Nagavara,2496.0,4.0,125.0,4
2203,Nagavara,1110.0,2.0,44.95,2
2204,Nagavara,1247.0,2.0,58.56,2
2205,Nagavarapalya,1392.0,2.0,99.0,2
2206,Nagavarapalya,705.0,1.0,52.5,1
2207,Nagavarapalya,705.0,1.0,55.0,1
2208,Narayanapura,2357.0,3.0,135.0,3
2209,Narayanapura,2357.0,3.0,135.0,3
2210,Neeladri Nagar,674.0,1.0,21.0,1
2211,Neeladri Nagar,1167.0,2.0,38.0,3
2212,Neeladri Nagar,1060.0,2.0,35.0,2
2213,Neeladri Nagar,640.0,1.0,20.5,1
2214,Nehru Nagar,2363.0,5.0,120.0,4
2215,Nehru Nagar,2342.0,3.0,115.0,4
2216,Nehru Nagar,1374.0,3.0,72.0,3
2217,Nehru Nagar,1269.0,2.0,63.0,3
2218,Nehru Nagar,1674.0,3.0,81.0,3
2219,OMBR Layout,1078.0,2.0,65.0,2
2220,OMBR Layout,1101.0,2.0,65.5,2
2221,OMBR Layout,1300.0,2.0,80.0,2
2222,OMBR Layout,1085.0,2.0,64.0,2
2223,OMBR Layout,1101.0,2.0,66.0,2
2224,Old Airport Road,2732.0,4.0,204.0,4
2225,Old Airport Road,3356.0,4.0,251.0,4
2226,Old Airport Road,2774.0,4.0,207.0,4
2227,Old Airport Road,2690.0,4.0,191.0,4
2228,Old Airport Road,2690.0,4.0,199.0,4
2229,Old Airport Road,2690.0,4.0,191.0,4
2230,Old Airport Road,2658.0,5.0,187.0,4
2231,Old Airport Road,2774.0,4.0,208.0,4
2232,Old Airport Road,2774.0,4.0,208.0,4
2233,Old Airport Road,2690.0,4.0,201.0,4
2234,Old Airport Road,2732.0,4.0,194.0,4
2235,Old Airport Road,2658.0,5.0,189.0,4
2236,Old Airport Road,2774.0,4.0,197.0,4
2237,Old Airport Road,3496.0,4.0,262.0,4
2238,Old Airport Road,2774.0,4.0,197.0,4
2239,Old Airport Road,2732.0,4.0,204.0,4
2240,Old Airport Road,2774.0,4.0,208.0,4
2241,Old Airport Road,3504.0,4.0,262.0,4
2242,Old Airport Road,1055.0,2.0,75.0,2
2243,Old Madras Road,3715.0,6.0,224.5,4
2244,Old Madras Road,1720.0,3.0,100.0,3
2245,Old Madras Road,1200.0,2.0,72.0,2
2246,Old Madras Road,2760.0,5.0,157.0,3
2247,Old Madras Road,2010.0,3.0,125.0,4
2249,Old Madras Road,1480.0,2.0,84.0,3
2250,Old Madras Road,1210.0,2.0,74.0,2
2251,Old Madras Road,1171.0,2.0,72.0,2
2252,Old Madras Road,2990.0,5.0,173.0,3
2254,Old Madras Road,2300.0,3.0,142.0,3
2258,Old Madras Road,1330.0,2.0,74.0,2
2259,Old Madras Road,1720.0,3.0,106.0,3
2260,Old Madras Road,2640.0,5.0,150.0,3
2261,Old Madras Road,2990.0,3.0,170.0,3
2262,Padmanabhanagar,1176.0,2.0,62.0,2
2263,Padmanabhanagar,1708.0,2.0,90.5,3
2264,Padmanabhanagar,1360.0,2.0,75.0,3
2265,Padmanabhanagar,1710.0,2.0,90.63,3
2266,Padmanabhanagar,1250.0,2.0,70.0,3
2267,Padmanabhanagar,1350.0,3.0,71.55,3
2268,Padmanabhanagar,1360.0,3.0,75.0,3
2269,Padmanabhanagar,1100.0,2.0,60.0,2
2270,Pai Layout,1100.0,2.0,50.0,2
2271,Pai Layout,1400.0,2.0,57.5,2
2272,Pai Layout,810.0,2.0,34.5,2
2273,Pai Layout,1000.0,2.0,42.0,2
2274,Pai Layout,3800.0,6.0,175.0,6
2275,Pai Layout,1068.0,2.0,48.0,2
2276,Pai Layout,1510.0,2.0,65.0,3
2277,Pai Layout,1600.0,2.0,65.0,3
2278,Panathur,1359.0,2.0,87.0,2
2279,Panathur,1198.0,2.0,77.0,2
2280,Panathur,1180.0,2.0,70.0,2
2281,Panathur,1546.0,3.0,99.0,3
2282,Panathur,1255.0,2.0,79.0,2
2283,Panathur,1210.0,2.0,77.0,2
2284,Panathur,661.0,1.0,40.0,1
2285,Panathur,1210.0,2.0,78.0,2
2286,Panathur,1007.0,2.0,64.0,2
2287,Panathur,1210.0,2.0,77.93,2
2288,Panathur,980.0,2.0,57.0,2
2289,Parappana Agrahara,1194.0,2.0,47.0,2
2290,Parappana Agrahara,1194.0,2.0,47.0,2
2291,Parappana Agrahara,1194.0,2.0,47.0,2
2292,Parappana Agrahara,1194.0,2.0,47.0,2
2293,Parappana Agrahara,1194.0,2.0,47.0,2
2294,Parappana Agrahara,1092.0,2.0,43.0,2
2295,Parappana Agrahara,1194.0,2.0,47.0,2
2296,Parappana Agrahara,1194.0,2.0,47.0,2
2297,Pattandur Agrahara,1302.0,2.0,66.0,2
2298,Pattandur Agrahara,1247.0,2.0,62.35,2
2299,Pattandur Agrahara,1350.0,2.0,68.0,2
2300,Poorna Pragna Layout,1475.0,2.0,58.99,3
2301,Poorna Pragna Layout,1270.0,2.0,50.79,3
2302,Poorna Pragna Layout,1160.0,2.0,46.39,2
2303,Poorna Pragna Layout,1270.0,2.0,50.79,3
2304,Poorna Pragna Layout,1270.0,2.0,50.79,3
2305,Poorna Pragna Layout,1475.0,2.0,58.99,3
2306,Poorna Pragna Layout,1270.0,2.0,50.79,3
2307,Poorna Pragna Layout,1160.0,2.0,46.39,2
2308,Poorna Pragna Layout,1270.0,2.0,50.79,3
2309,Poorna Pragna Layout,1160.0,2.0,46.39,2
2310,Poorna Pragna Layout,1475.0,2.0,58.99,3
2311,Poorna Pragna Layout,1270.0,2.0,50.79,3
2312,Poorna Pragna Layout,1270.0,2.0,50.79,3
2313,Prithvi Layout,1352.0,2.0,87.5,2
2314,Prithvi Layout,1190.0,2.0,68.0,2
2315,Prithvi Layout,1352.0,2.0,85.0,2
2316,Prithvi Layout,1352.0,3.0,93.0,2
2317,Prithvi Layout,2100.0,3.0,125.0,3
2318,R.T. Nagar,1500.0,4.0,70.0,4
2319,R.T. Nagar,1560.0,3.0,85.0,3
2320,R.T. Nagar,1040.0,2.0,46.0,2
2321,R.T. Nagar,1235.0,2.0,65.0,2
2322,R.T. Nagar,970.0,2.0,55.0,2
2323,R.T. Nagar,1200.0,2.0,60.0,2
2324,R.T. Nagar,1400.0,2.0,78.0,3
2325,R.T. Nagar,1150.0,2.0,72.0,2
2326,R.T. Nagar,3600.0,8.0,165.0,9
2327,R.T. Nagar,1080.0,2.0,48.0,2
2328,R.T. Nagar,1800.0,3.0,120.0,4
2330,Rachenahalli,1050.0,2.0,52.07,2
2334,Rachenahalli,1220.0,2.0,59.5,2
2335,Rachenahalli,1050.0,2.0,52.5,2
2336,Rachenahalli,1050.0,2.0,52.1,2
2337,Rachenahalli,1113.0,2.0,55.0,2
2341,Rachenahalli,680.0,1.0,32.64,1
2342,Rachenahalli,412.5,1.0,19.8,1
2343,Rachenahalli,1050.0,2.0,52.5,2
2345,Rachenahalli,985.0,2.0,49.97,2
2346,Rachenahalli,1050.0,2.0,52.5,2
2347,Rachenahalli,1050.0,2.0,52.08,2
2348,Rachenahalli,1050.0,2.0,52.07,2
2350,Rachenahalli,1050.0,2.0,52.08,2
2351,Rachenahalli,985.0,2.0,49.97,2
2352,Rachenahalli,1050.0,2.0,52.5,2
2353,Rachenahalli,1050.0,2.0,52.71,2
2355,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
2356,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
2357,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
2358,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
2359,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
2360,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
2361,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
2362,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
2363,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2
2366,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
2367,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
2368,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
2369,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
2370,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
2372,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
2373,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
2375,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
2376,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
2377,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2
2378,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
2379,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
2380,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
2381,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3
2382,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
2384,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
2385,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
2386,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
2387,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
2388,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3
2389,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
2391,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
2393,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
2394,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
2395,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
2396,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
2397,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
2399,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
2400,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
2401,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
2403,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
2404,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3
2405,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
2406,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
2407,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
2408,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
2409,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2
2410,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
2411,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
2412,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
2413,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
2414,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
2415,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
2416,Rajaji Nagar,1640.0,3.0,229.0,3
2417,Rajaji Nagar,3516.0,4.0,540.0,4
2418,Rajaji Nagar,1640.0,3.0,223.0,3
2420,Rajaji Nagar,1800.0,3.0,260.0,3
2421,Rajaji Nagar,1640.0,3.0,241.0,3
2422,Rajaji Nagar,2409.0,3.0,360.0,3
2424,Rajaji Nagar,2386.0,3.0,334.0,3
2425,Rajaji Nagar,3436.0,6.0,500.0,4
2426,Rajaji Nagar,1160.0,1.0,163.0,2
2427,Rajaji Nagar,1640.0,3.0,230.0,3
2428,Rajaji Nagar,1800.0,2.0,250.0,3
2429,Rajaji Nagar,1640.0,3.0,220.0,3
2430,Rajaji Nagar,2500.0,3.0,350.0,3
2431,Rajaji Nagar,1763.0,3.0,262.0,2
2432,Rajaji Nagar,1640.0,3.0,220.0,3
2433,Rajaji Nagar,2400.0,3.0,320.0,5
2434,Rajaji Nagar,1800.0,3.0,240.0,3
2435,Rajaji Nagar,2450.0,3.0,330.0,3
2436,Rajaji Nagar,1640.0,3.0,251.0,3
2437,Rajaji Nagar,2367.0,4.0,340.0,3
2438,Rajaji Nagar,1720.0,3.0,224.0,3
2439,Rajaji Nagar,3600.0,5.0,510.0,5
2440,Rajaji Nagar,2500.0,3.0,340.0,3
2441,Rajaji Nagar,1763.0,3.0,240.0,2
2442,Rajaji Nagar,2367.0,3.0,320.0,3
2443,Rajaji Nagar,1640.0,3.0,245.0,3
2444,Rajiv Nagar,2340.0,4.0,148.0,4
2445,Rajiv Nagar,2340.0,4.0,145.0,4
2446,Rajiv Nagar,2340.0,5.0,160.0,4
2447,Ramagondanahalli,1151.0,2.0,48.77,2
2448,Ramagondanahalli,1251.0,2.0,47.0,2
2449,Ramagondanahalli,1235.0,2.0,52.04,2
2451,Ramagondanahalli,1235.0,2.0,46.8,2
2452,Ramagondanahalli,1215.0,2.0,51.26,2
2453,Ramagondanahalli,1251.0,2.0,47.4,2
2454,Ramagondanahalli,1253.0,2.0,52.66,2
2455,Ramagondanahalli,1151.0,2.0,50.5,2
2456,Ramagondanahalli,1235.0,2.0,49.3,2
2457,Ramagondanahalli,1451.0,3.0,60.44,3
2458,Ramagondanahalli,1215.0,2.0,46.1,2
2459,Ramagondanahalli,1475.0,2.0,63.0,3
2460,Ramagondanahalli,1251.0,2.0,50.0,2
2461,Ramagondanahalli,1151.0,2.0,43.6,2
2462,Ramagondanahalli,1251.0,2.0,53.0,2
2463,Ramagondanahalli,1738.0,2.0,76.0,3
2464,Ramagondanahalli,3350.0,3.0,150.0,3
2465,Ramagondanahalli,1151.0,2.0,46.0,2
2466,Ramagondanahalli,1200.0,3.0,56.1,3
2467,Ramagondanahalli,1680.0,2.0,68.0,3
2468,Ramamurthy Nagar,3500.0,5.0,150.0,5
2469,Ramamurthy Nagar,1040.0,2.0,50.0,2
2471,Ramamurthy Nagar,950.0,2.0,50.79,2
2472,Ramamurthy Nagar,1200.0,2.0,66.0,3
2474,Ramamurthy Nagar,1150.0,2.0,51.0,2
2478,Ramamurthy Nagar,700.0,2.0,33.0,2
2479,Ramamurthy Nagar,1125.0,2.0,47.0,2
2480,Ramamurthy Nagar,1334.0,2.0,67.0,2
2481,Ramamurthy Nagar,1200.0,2.0,57.9,2
2483,Ramamurthy Nagar,1050.0,2.0,51.66,2
2484,Ramamurthy Nagar,2316.0,3.0,125.0,3
2485,Ramamurthy Nagar,1101.0,2.0,50.0,2
2486,Ramamurthy Nagar,935.0,2.0,39.0,2
2487,Rayasandra,1708.0,3.0,75.0,3
2488,Rayasandra,1198.0,2.0,54.0,2
2489,Rayasandra,1601.0,3.0,70.0,3
2490,Rayasandra,1708.0,3.0,76.0,4
2491,Rayasandra,470.0,1.0,21.0,1
2492,Rayasandra,1357.0,2.0,59.0,3
2493,Sahakara Nagar,1500.0,2.0,95.0,3
2494,Sahakara Nagar,1100.0,2.0,56.0,2
2495,Sahakara Nagar,1270.0,2.0,69.85,2
2496,Sahakara Nagar,960.0,2.0,56.0,2
2497,Sahakara Nagar,1200.0,2.0,75.0,3
2498,Sahakara Nagar,1000.0,2.0,60.0,2
2499,Sahakara Nagar,1370.0,2.0,90.0,3
2500,Sahakara Nagar,1180.0,2.0,72.0,2
2501,Sahakara Nagar,1291.0,2.0,72.3,2
2502,Sanjay nagar,1150.0,2.0,72.2,2
2503,Sanjay nagar,1575.0,2.0,90.0,2
2504,Sanjay nagar,1200.0,2.0,76.0,3
2505,Sanjay nagar,960.0,2.0,55.0,2
2506,Sanjay nagar,1150.0,2.0,70.0,2
2507,Sanjay nagar,1180.0,2.0,80.0,2
2508,Sarakki Nagar,2289.0,3.0,260.0,3
2509,Sarakki Nagar,3131.0,4.0,349.0,4
2510,Sarakki Nagar,3126.0,5.0,345.0,4
2511,Sarakki Nagar,3124.0,6.0,349.0,4
2512,Sarjapur,1242.5,2.0,43.49,2
2513,Sarjapur,913.0,2.0,32.0,2
2514,Sarjapur,1185.0,2.0,47.0,2
2515,Sarjapur,1020.0,2.0,35.0,2
2516,Sarjapur,1195.0,2.0,42.0,2
2517,Sarjapur,1240.0,2.0,44.0,2
2518,Sarjapur,1550.0,2.0,65.0,4
2519,Sarjapur,950.0,2.0,32.5,2
2520,Sarjapur,1215.0,2.0,40.0,2
2521,Sarjapur,1157.0,2.0,40.0,2
2522,Sarjapur,2020.0,3.0,85.0,3
2523,Sarjapur,1240.0,2.0,44.3,2
2524,Sarjapur,913.0,2.0,36.0,2
2525,Sarjapur,1404.0,2.0,53.35,3
2526,Sarjapur,1364.0,2.0,56.0,3
2527,Sarjapur,1175.0,2.0,42.0,2
2528,Sarjapur,1240.0,2.0,43.1,2
2529,Sarjapur,1032.0,2.0,42.0,2
2531,Sarjapur,1044.0,2.0,34.0,2
2532,Sarjapur,850.0,2.0,32.0,2
2533,Sarjapur,1175.0,2.0,41.68,2
2535,Sarjapur,920.0,2.0,33.0,2
2537,Sarjapur,1150.0,2.0,41.0,2
2538,Sarjapur,1200.0,2.0,42.6,2
2539,Sarjapur,1333.0,3.0,50.0,3
2540,Sarjapur,1044.0,2.0,36.0,2
2541,Sarjapur,950.0,2.0,35.0,2
2542,Sarjapur,1095.0,2.0,45.0,2
2543,Sarjapur,1425.0,3.0,57.0,3
2547,Sarjapur  Road,1346.0,2.0,74.03,2
2548,Sarjapur  Road,1195.0,2.0,70.0,2
2549,Sarjapur  Road,2100.0,3.0,125.0,3
2550,Sarjapur  Road,2238.0,3.0,140.0,3
2551,Sarjapur  Road,1800.0,3.0,110.0,3
2552,Sarjapur  Road,1128.0,2.0,59.0,2
2553,Sarjapur  Road,1282.0,2.0,72.0,2
2554,Sarjapur  Road,1050.0,2.0,62.0,2
2557,Sarjapur  Road,1845.0,4.0,110.0,3
2558,Sarjapur  Road,1233.0,2.0,77.65,2
2560,Sarjapur  Road,1311.0,2.0,78.0,2
2563,Sarjapur  Road,1750.0,3.0,110.0,3
2564,Sarjapur  Road,1200.0,3.0,70.0,3
2565,Sarjapur  Road,685.0,1.0,40.0,1
2566,Sarjapur  Road,835.0,1.0,46.95,1
2567,Sarjapur  Road,1280.0,2.0,76.0,2
2568,Sarjapur  Road,1263.0,2.0,78.0,2
2569,Sarjapur  Road,1691.0,3.0,98.0,3
2570,Sarjapur  Road,1308.0,2.0,83.0,2
2571,Sarjapur  Road,1592.0,3.0,91.0,3
2572,Sarjapur  Road,1965.0,3.0,120.0,3
2573,Sarjapur  Road,1418.0,2.0,78.0,2
2574,Sarjapur  Road,1115.0,2.0,60.0,2
2576,Sarjapur  Road,1346.0,2.0,71.32,2
2578,Sarjapur  Road,1145.0,2.0,62.0,2
2579,Sarjapur  Road,1500.0,3.0,88.0,3
2580,Sarjapur  Road,1067.0,2.0,60.0,2
2582,Sarjapur  Road,1230.0,2.0,65.0,2
2584,Sarjapur  Road,1060.0,2.0,55.0,2
2585,Sarjapur  Road,1700.0,3.0,108.0,3
2588,Sarjapur  Road,1200.0,2.0,75.0,2
2589,Sarjapur  Road,3044.0,3.0,183.0,3
2592,Sarjapur  Road,1229.0,2.0,70.0,2
2593,Sarjapur  Road,1342.0,2.0,70.0,2
2594,Sarjapur  Road,1050.0,2.0,63.5,2
2595,Sarjapur  Road,1457.0,3.0,85.0,3
2596,Sarjapur  Road,1200.0,3.0,70.0,3
2597,Sarjapur  Road,984.0,2.0,55.0,2
2599,Sarjapur  Road,1550.0,2.0,89.0,3
2600,Sarjapur  Road,1435.0,3.0,90.0,3
2601,Sarjapur  Road,1262.0,2.0,67.0,2
2604,Sarjapur  Road,1308.0,2.0,75.0,2
2607,Sarjapur  Road,1550.0,2.0,98.0,3
2610,Sarjapur  Road,984.0,2.0,59.0,2
2611,Sarjapur  Road,1489.0,3.0,88.0,3
2612,Sarjapur  Road,1242.0,2.0,75.0,2
2614,Sarjapur  Road,1862.0,4.0,110.0,3
2616,Sarjapur  Road,1028.0,2.0,56.0,2
2619,Sarjapur  Road,1691.0,3.0,100.0,3
2620,Sarjapur  Road,1026.0,2.0,60.55,2
2621,Sarjapur  Road,1350.0,2.0,85.0,2
2622,Sarjapur  Road,1157.0,2.0,72.0,3
2623,Sarjapur  Road,1019.0,2.0,62.0,2
2624,Sarjapur  Road,1773.5,2.0,102.92,3
2625,Sarjapur  Road,1346.0,2.0,74.03,2
2627,Sarjapur  Road,1242.0,2.0,78.0,2
